#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Closed,Related issues,Function Category,Rank,Actual Start Date,Actual Due Date,External Id,FS Update,FS Update Category,Schedule Impact,Estimated Impact,Actual Impact,Current Assignee,Discovered Test Process,Occurrence Condition,Cause Identified on,Cause Classification,Insertion Phase,Related member,Completion Condition,Assignee on Vendor side,Free text_1,Free text_2,Free text_3,Free numeric value_1,Free numeric value_2,Free numeric value_3,Private,Description
2953,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-Mod8_b000027- Blocking issue,Testlink System,NIROSHA THIYAGARAJAN,12/22/2015 09:59 PM,"","",12/21/2015,"","",0,100,12/21/2015 04:44 PM,12/22/2015 04:28 PM,"",Batch / ???,A,12/21/2015,12/21/2015,B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/21/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the inetrface with  data in all mst table.
Batch should insert data in monthly production schedule trn

Actual:
primary key exception is occuring"
2952,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot-2/11009-6591:Excute Interface_Insertion Fails_CMN FILE HDR_10 -  Incorrect Error Message in Remarks column,Testlink System,PARTHASARATHI PACKIRISAMY,12/23/2015 06:58 PM,"","",12/21/2015,12/22/2015,"",0,100,12/21/2015 04:31 PM,12/23/2015 06:58 PM,"",Interface / ????????,C,12/21/2015,12/22/2015,I000033,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/21/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Rename Table CMN_INTERFACE_DATA --> Execute I000033 with valid input

Check Remarks column in CMN_FILE_HDR

Actual Result: Error message is ""M00076 : [javax.persistence.PersistenceException: org.hibernate.exception.SQLGrammarException: could not extract ResultSet] Batch Process Failed.Please contact the Administrator""

Expected Result: Message Should be ""M00076:Run time Error message. Batch Process Failed. Please contact the Administrator."""
2951,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot-2/11009-6590:Excute Interface_Insertion Fails_Log Check_09 - M00164 is not found,Testlink System,CHANDRASEKAR MURUGANANDAM,01/06/2016 02:30 PM,"","",12/21/2015,12/22/2015,"",0,100,12/21/2015 04:18 PM,01/06/2016 02:30 PM,"",Interface / ????????,C,12/21/2015,12/22/2015,I000033,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/21/2015,Bug / ??,Implementation,VIDYASEKARAN DUVARAKAN,"","",UT,"",LOT2#2,"","","",No,"Rename Table CMN_INTERFACE_DATA --> Execute I000033 with valid input

Check ""M00164 I000033: Insert Failed in Common Data Layer"" in Log File

No error message in Log file as ""M00164 I000033: Insert Failed in Common Data Layer"""
2949,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot2-Mod4- I000113- VIN allocation column is not updating,Testlink System,PARTHASARATHI PACKIRISAMY,12/22/2015 09:57 PM,"","",12/21/2015,"","",0,100,12/21/2015 03:52 PM,12/22/2015 02:16 PM,"",Interface / ????????,C,12/21/2015,"",I000113,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/21/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Execute the interface with success.
Check for the updation in physical pipeline table.
VIN Allocation column should be updated.

Actual:
No updation happens"
2948,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot-2/11009-6587:Execute Interface_Data Extraction Fails_Log Check_06 - Incorrect message for No data Found,Testlink System,PARTHASARATHI PACKIRISAMY,12/23/2015 06:53 PM,"","",12/21/2015,12/22/2015,"",0,100,12/21/2015 03:51 PM,12/23/2015 06:53 PM,"",Interface / ????????,C,12/21/2015,12/22/2015,I000033,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/21/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Execute I000033 (input por should not exist in TRN_MNTHLY_ORDR_ERR_IF).

Check error message in Remarks column and Log File.

Actual Result: Message is ""I000033MONTHLY ORDER ERROR INTERFACE TRN No Data Found""
Expected Result: Message Should be ""M00003 : I000033, MONTHLY ORDER ERROR INTERFACE TRN No Data Found"""
2947,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot2-Mod4- I000113- Insertion is wrong in logical pipeline,Testlink System,PARTHASARATHI PACKIRISAMY,12/23/2015 01:27 AM,"","",12/21/2015,12/22/2015,"",0,100,12/21/2015 03:49 PM,12/23/2015 01:27 AM,"",Interface / ????????,B,12/21/2015,"",I000113,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Check for the interface execution with correct data.
Data should be inserted in logical pipeline as correct.

Actual:
Data is inserting as NUll in OSEI ID, por cd  as spec destination value"
2946,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,I000043: Insertion of Daily OCF data doesnt happen in DAILY_OCF_LIMIT_TRN table,MOHANADEEPA CHANDRAN,MOHANADEEPA CHANDRAN,12/24/2015 07:54 PM,"","",12/19/2015,12/20/2015,"",0,100,12/21/2015 03:43 PM,12/24/2015 07:54 PM,"Copied from #2918, Copied to #2961",Interface / ????????,B,12/19/2015,12/20/2015,I000043,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/19/2015,Not a Defect - As Excpected / ????,Implementation,SAMBIT BEDANTA,"","",UT,"",Lot1#3,"","","",No,I000043:  Insertion of Daily OCF data doesn't happen in DAILY_OCF_LIMIT_TRN table.
2945,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot2-Mod4- I000113- Insertion is wrong,Testlink System,PARTHASARATHI PACKIRISAMY,12/22/2015 02:17 PM,"","",12/21/2015,"","",0,100,12/21/2015 03:41 PM,12/22/2015 02:17 PM,"",Interface / ????????,A,12/21/2015,"",I000113,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Execute the interface with VIN no as 15 characters.
Insertion should be success and data should be inserted into logical pipeline trn.

Actual:
Null point exception."
2944,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot2-Mod4- I000113- updation error messge,Testlink System,PARTHASARATHI PACKIRISAMY,12/23/2015 01:10 PM,"","",12/21/2015,"","",0,100,12/21/2015 03:32 PM,12/23/2015 01:10 PM,"",Interface / ????????,C,12/21/2015,"",I000113,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Execute the interface with data .
Batch ends with success message as M00113:""Interface file id: "" + [B000056]-[Interface File_ID] + ""-"": Successfully Completed.

Actual:
NO file is updated"
2943,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot0 : I000008 POR 01 Insertion Error (SEQ16),SHINICHI KANAI,SHINICHI KANAI,01/06/2016 09:17 AM,"","",12/21/2015,12/29/2015,"",0,100,12/21/2015 03:15 PM,01/06/2016 09:17 AM,"Copied from #2883, Copied to #2956",Interface / ????????,A,12/18/2015,"",I000008,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","",UT,"",LOT1 #1,"","","",No,"After I000008 (OCF CLASSIFICATION Data) executed for POR 01, the result ended ""Insertion Error"".
Please investigate the reasons and modify the source codes(If required).

Expect : 1,805 records have to be updated & Inserted
Actaul : No records were updated & Inserted

Server : PD-QA
POR CD : 01
SEQ No.  16

1. Test logs  : 

http://nissan-asia-workspace.share.jp.nissan.biz/IS/Prj4178/Shared%20Documents/Forms/AllItems.aspx?RootFolder=%2FIS%2FPrj4178%2FShared%20Documents%2F1%2E%20Implementation%2F20%5FMake%2F50%5FIS%20Test%20Deliverables%2F01%5FLOT1%2F90%2E%20QA%20Environment%20Setting%2F30%2E%20Lot0%20Data%2FI000008%2FPOR%5F01%2D06%2F002%2ELogs%2F001%2DSEQ16%2DPOR01&InitialTabId=Ribbon%2EDocument&VisibilityContext=WSSTabPersistence

Shell Information : I000008_POR01_SEQ16-shell.txt
The target data have to be Inserted & Update : I000008-POR-01_test_file.csv
Execution Logs : I000008.20151221144930800_Error.zip

2. My Concern ; 
Seeing the SEQ 13 in the PD-QA server, now, the Col.4 seems to be POR. 
According to the Basic Design, COl.4 have to be the OCF_BUYER_GROUP_CD

"
2941,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot-2/11009-6585: Production Palnt CD Column in TRN_MONTHLY_ORDER_IF is not existed,Testlink System,SAMBIT BEDANTA,01/04/2016 08:30 PM,"","",12/21/2015,12/22/2015,"",0,100,12/21/2015 02:25 PM,01/04/2016 08:30 PM,"",Interface / ????????,C,12/21/2015,12/22/2015,I000033,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/21/2015,Defective Design / ????,Design,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Execute I000033 with valid input (Sample: I000033 09 I000033).
Check records insertion in CMN_INTERFACE_DATA.

Production_Plant_CD Column is not existed in TRN_MONTHLY_ORDER_IF."
2938,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-Mod9- B000031- Blocking issue,SURENDRAN PALANISAMY,PRADEEP-KUMAR EKANATHAN,12/24/2015 12:00 AM,"","",12/21/2015,"","",0,100,12/21/2015 12:48 AM,12/24/2015 12:00 AM,"",Batch / ???,A,12/20/2015,"",B000031,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/22/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#3,"","","",No,"Execute the batch with correct data in daily ocf limit trn.
Batch should insert data in regional weekly and buyer weekly ocf limit trn.

Actual:
Batch is updating error message."
2937,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot1-Mod9- B000031- No data in regional error message,SURENDRAN PALANISAMY,PRADEEP-KUMAR EKANATHAN,12/21/2015 06:57 PM,"","",12/21/2015,12/21/2015,"",0,100,12/21/2015 12:45 AM,12/21/2015 06:57 PM,"",Batch / ???,C,12/20/2015,"",B000031,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with no data in regional mst.
Batch should be stopped by by updating error message.

Actual:
error message is not matched with design document"
2936,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot1-Mod9- B000031-no buyer grp cd error message,SURENDRAN PALANISAMY,PRADEEP-KUMAR EKANATHAN,12/21/2015 06:54 PM,"","",12/21/2015,12/21/2015,"",0,100,12/21/2015 12:32 AM,12/21/2015 06:54 PM,"",Batch / ???,C,12/20/2015,"",B000031,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with no data in buyer mst.
Batch should be stopped by by updating error message.

Actual:
error message is not matched with design document"
2935,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-Mod9- B000031- batch is considering more than one buyer group cd,SURENDRAN PALANISAMY,PRADEEP-KUMAR EKANATHAN,12/21/2015 06:55 PM,"","",12/21/2015,12/22/2015,"",0,100,12/21/2015 12:29 AM,12/21/2015 06:55 PM,"",Batch / ???,B,12/20/2015,"",B000031,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#3,"","","",No,"Execute the batch with more than one buyer grp cd.
Batch should be stopped by updating error message.

Actual:
Batch is processing"
2934,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/B059-Convert and Filter Receive File/11009-6507:JTC_Conv_Receive File_Max Length_19 -EOL-Data inserted even though batch ends as FAIL,Testlink System,SAMBIT BEDANTA,12/24/2015 09:49 PM,"",Lot-01 R03,12/20/2015,12/21/2015,"",0,100,12/20/2015 10:34 PM,12/24/2015 09:49 PM,"",Batch / ???,B,12/18/2015,12/21/2015,B000059,No,"",No,"",AbnormalCase,RNTBCI,?????/Joint test,Abnormal,12/20/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#3,"","","",No,"File Type=2 in MST_INTERFACE
Batch ends with Error, 
there is Flat file parse exception. but the data gets inserted in CMN_INTERFACE_DATA"
2933,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/Convert and Filter Receive File/11009-6581:JTC_Conv_Receive File_Common File Header Updation_File not in Path _42_No data inserted,Testlink System,SAMBIT BEDANTA,12/24/2015 08:26 PM,"",Lot-01 R03,12/20/2015,12/21/2015,"",0,100,12/20/2015 07:50 PM,12/24/2015 08:26 PM,"",Batch / ???,B,12/18/2015,12/21/2015,B000059,No,"",No,"",No Impact on the functionality,RNTBCI,?????/Joint test,normal,12/20/2015,Not a Defect - As Excpected / ????,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#3,"","","",No,"Execute the batch with a file ID without the File in desired location.
Batch ends with desired error message.

But No information getting inserted into CMN FILE HDR."
2932,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/Convert and Filter Receive File/11009-6499:JTC_Conv_Receive File_All Files_11 -Multiple file Validation Fails,Testlink System,SAMBIT BEDANTA,12/23/2015 07:04 PM,"","",12/20/2015,12/21/2015,"",0,100,12/20/2015 07:04 PM,12/23/2015 07:04 PM,"",Batch / ???,B,12/18/2015,12/21/2015,B000059,No,"",No,"",Execution can be carried on with Single file option.,RNTBCI,?????/Joint test,normal,12/20/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#3,"","","",No,"Create Multiple files as input.
Place the files in desired path.
I/F Layout is configure for Multiple file as 1 or 2.
Execute the Batch.
Interface ends with Null Pointer Exception."
2931,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot-1/Convert and Filter Receive File/11009-6521:EOL valid case fails,Testlink System,SAMBIT BEDANTA,12/23/2015 02:30 PM,"",Lot-01 R03,12/20/2015,12/21/2015,"",0,100,12/20/2015 06:39 PM,12/23/2015 02:30 PM,"",Batch / ???,B,12/18/2015,12/20/2015,B000059,No,"",No,"",Execution can be carried on without EOL scenario,RNTBCI,?????/Joint test,normal,12/20/2015,Bug / ??,Implementation,ANANTHA KRISHNAN,"","",JT,"",LOT1#3,"","","",No,EOL file created with Extra one new line
2930,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/Convert and Filter Receive File/11009-6521:JTC_Conv_Receive File_Common File Header Updation _33 -File Type and Remarks Column always NULL,Testlink System,SAMBIT BEDANTA,12/22/2015 08:28 AM,"","",12/20/2015,12/21/2015,"",0,100,12/20/2015 05:53 PM,12/22/2015 08:28 AM,"",Batch / ???,C,12/18/2015,12/21/2015,B000059,No,"",No,"",No Impact on the functionality,RNTBCI,?????/Joint test,normal,12/20/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#3,"","","",No,File Type i.e. R or S and Remarks column always NULL
2929,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/Convert and Filter Receive File/11009-6510:JTC_Conv_Receive File_Data Type Issue_Log_22 - Column name is missing in the Error Message,Testlink System,SAMBIT BEDANTA,12/24/2015 09:55 PM,"",Lot-01 R03,12/20/2015,12/21/2015,"",0,100,12/20/2015 05:43 PM,12/24/2015 09:55 PM,"",Batch / ???,C,12/18/2015,12/21/2015,B000059,No,"",No,"",No Impact on the functionality,RNTBCI,?????/Joint test,normal,12/20/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#3,"","","",No,"Update the data type as Number.
Use Char in input file.
Execute the Interface. It ends with error message as 
M00168 : I000005 Data Type Mismatch on Column :

Expected : Column name(s) is/are missing"
2928,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot1-Mod8_b000027- production number is not reused,Testlink System,NIROSHA THIYAGARAJAN,12/22/2015 05:06 PM,"","",12/20/2015,12/21/2015,"",0,100,12/20/2015 04:27 PM,12/22/2015 05:06 PM,"",Batch / ???,C,12/20/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"execute the batch with reuse prod flag as Y.
prod number should be reused from latest master schedule trn.

Actual:
only one month is reused."
2927,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-mod8_I000039- col9 is inserting as null,Testlink System,ARIF AHMED,12/21/2015 09:10 PM,"","",12/20/2015,12/22/2015,"",0,100,12/20/2015 04:13 PM,12/21/2015 09:10 PM,"",Interface / ????????,C,12/20/2015,"",I000039,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#3,"","","",No,"execute the interface with data in monthly schedule trn.
Data should insert in common interface data .

Actual:
Data is inserting as null in col9."
2926,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot1-Mod8_b000027- No success insertion message,Testlink System,NIROSHA THIYAGARAJAN,12/22/2015 04:20 PM,"","",12/20/2015,12/22/2015,"",0,100,12/20/2015 04:02 PM,12/22/2015 04:20 PM,"",Batch / ???,C,12/20/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch successfully.
Batch should update insertion success message in log file after successfully inserting records in monthly production order trn.

Actual
Insertion message is not coming"
2925,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot1-Mod8_b000027- batch fails to extract the sufixx yes value,Testlink System,CHANDRASEKAR MURUGANANDAM,01/06/2016 01:45 PM,"","",12/20/2015,12/21/2015,"",0,100,12/20/2015 03:56 PM,01/06/2016 01:45 PM,"",Batch / ???,B,12/20/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Defective Design / ????,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with suffix yes as substring(10)  from end item mode and pack code.
Batch should fetch the details from the service pmtr.

Actual:
Extraction failed and constant value is inserted into the monthly production order trn"
2924,4865_Post DRAGON Core Development,Bug,"",Closed,High,PST-DRG-I000004 YYYYMMDD format to YYYYMMWD format coversion Bug,HARIHARAKUMARAN SOLAISAMY,HARIHARAKUMARAN SOLAISAMY,12/22/2015 11:27 AM,"","",12/20/2015,"","",0,100,12/20/2015 03:31 PM,12/22/2015 11:27 AM,"",Interface / ????????,A,"","",PST-DRG-I000004,No,"",No,"","",NML,?????/Integration Test,normal,12/20/2015,Bug / ??,Implementation,NAOYUKI UJIIE,"","","","","","","","",No,"
Expected:
This interface should convert YYYYMMDD format Adopt & abolish date information to ""YYYYMMWD"" format using WEEEK NO CALENDAR MST.

Actual:
YYYYMMDD format to YYYYMMWD format conversion not occured. Adopt & abolish date remains in YYYYMMDD format itself.

Impacts:
folowing Dependency programs using the Adopt & Abolish date comparision in YYYYYMMWD format, So due to above bug wrong set of end items will get matched for batch/interface programs. It will cause wrong output. 
1)PST-DRG-B000002
2)PST-DRG-B000003
3)PST-DRG-B000004

And further sequence of batches.

This Bug need to be fixed ASAP to proceed further. And after bug fix, from PST-DRG-I000004 all the process need to eb re-executed to proceed data creation."
2923,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot1-Mod8_b000027- one production month is creating in monthly prod order trn,Testlink System,NIROSHA THIYAGARAJAN,12/22/2015 04:07 PM,"","",12/19/2015,12/22/2015,"",0,100,12/20/2015 02:13 AM,12/22/2015 04:07 PM,"",Batch / ???,B,12/19/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/19/2015,Not a Defect - As Excpected / ????,Testing,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with order horizon as 3 and order qty as 2.

Excepted:
2 production day no data for 1 osei id should be created.

Actual:
1 osei id contains one production number"
2922,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot1_Mod8-B000027-Batch is getting stopped when no data in body protection mst,Testlink System,NIROSHA THIYAGARAJAN,12/21/2015 08:03 PM,"","",12/20/2015,12/21/2015,"",0,100,12/20/2015 01:05 AM,12/21/2015 08:03 PM,"",Batch / ???,C,12/19/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with no data in body protection mst.
Batch should not be stopped in middle.

Actual:
Batch is getting stopped by updating error message instead of warning message"
2921,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot1-Mod8_b000027- bacth is not stopping when maps symbol is null/ no maps symbol,Testlink System,CHANDRASEKAR MURUGANANDAM,01/06/2016 02:08 PM,"","",12/20/2015,12/21/2015,"",0,100,12/20/2015 01:00 AM,01/06/2016 02:08 PM,"",Batch / ???,C,12/19/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Defective Design / ????,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with no data or null data for maps symbol.
Batch should be stopped by updating error message 

Actual:
Batch getting succesfully completed"
2920,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1_Mod8-B000027-Batcg getting stopped when no data in tyre maker conversion mst,Testlink System,NIROSHA THIYAGARAJAN,12/21/2015 08:03 PM,"","",12/20/2015,12/21/2015,"",0,100,12/20/2015 12:56 AM,12/21/2015 08:03 PM,"",Batch / ???,C,12/19/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",Ut,"",LOT1#3,"","","",No,"Execute the batch with no data in tyre maker conversion mst.
Warning message should display in the log file.

Actual:
Batch getting stopped"
2919,4865_Post DRAGON Core Development,Bug,"",Closed,Low,LOT1-Mod8- B000027- no data in latest master schedule trn error message,Testlink System,NIROSHA THIYAGARAJAN,12/21/2015 08:06 PM,"","",12/20/2015,12/21/2015,"",0,100,12/20/2015 12:30 AM,12/21/2015 08:06 PM,"",Batch / ???,C,12/19/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with no data in latest master schedule trn.
Batch should stop by updating error message .

Actual:
Wrong error message is updating in log."
2918,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,I000043: ORDER TAKE BASE PERIOD & Production Period doesnt display the WEEK in WEEKLY OCF LIMIT FEATURE ERROR REPORT.,MOHANADEEPA CHANDRAN,MOHANADEEPA CHANDRAN,12/24/2015 09:31 PM,"","",12/19/2015,12/20/2015,"",0,100,12/19/2015 09:16 PM,12/24/2015 09:31 PM,"Copied from #2913, Copied to #2946",Interface / ????????,B,12/19/2015,12/20/2015,I000043,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/19/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",Lot1#3,"","","",No,"I000043: ORDER TAKE BASE PERIOD & Production Period doesnt display the WEEK in ""YYYYMMWW"" format in WEEKLY OCF LIMIT FEATURE ERROR REPORT."
2917,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot-2/11009-6524:I000102 -Interface Execution always ends with Ora-00923,Testlink System,ANANTHA KRISHNAN,12/21/2015 06:19 PM,"","",12/19/2015,12/21/2015,"",0,100,12/19/2015 09:00 PM,12/21/2015 06:19 PM,"",Interface / ????????,A,12/19/2015,12/21/2015,I000102,No,"",No,"",Further execution is blocked for this issue.,RNTBCI,?????/Joint test,normal,12/19/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Execute I000102 with valid input.
Interface execution status not getting updated in CMN_FILE_HDR.
Based on the log, In the selection query ""FROM"" key word is missing.
It ends with No data found always.

Refer the attached log."
2916,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot1-B000031: Batch ends with M00165 Error message instead of M00315,SAMBIT BEDANTA,SAMBIT BEDANTA,12/19/2015 08:48 PM,"",Lot-01 R03,12/19/2015,12/21/2015,"",0,100,12/19/2015 07:56 PM,12/19/2015 08:48 PM,"",Batch / ???,C,12/19/2015,12/21/2015,B000031,No,"",No,"",No Impact on the functionality,RNTBCI,?????/Joint test,normal,12/19/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Configure the MST_PRMTR for KEY2=CNST_DAY_NO, VAL1=NULL and VAL2=NULL.
Execute the batch. Batch ends with M00165 :  B000031 OCF Limit details does not exist for the Frame Code for this POR 21 and for this Order Take Base Month 201510 and for this Order Take Base Week No 1 i
n the Table TRN_DAILY_OCF_LMT.So batch process stopped.

Expected: It should display M00315:B00031: There is no CONSTANT_DAY_NO for  POR_CD =POR_CD  in PARAMETER_MST Table  "
2915,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1-B000031: Batch ends with Null pointer exception when Val1 is null in MST_PRMTR,SAMBIT BEDANTA,SAMBIT BEDANTA,12/19/2015 08:54 PM,"","",12/19/2015,12/19/2015,"",0,100,12/19/2015 07:38 PM,12/19/2015 08:54 PM,"",Batch / ???,B,12/19/2015,12/19/2015,B000031,No,"",No,"",Execution can be carried on.,RNTBCI,?????/Joint test,normal,12/19/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Update MST_PRMTR for the POR CD with Val1 as NULL i.e. plant CD.
Execute the batch with the POR CD and OCF region CD.
Batch ends with error, as there is a NULL Pointer Exception.

Expected:
M00315:There is no PLANT CD and LINE CLASS  for  POR_CD =POR_CD in PARAMETER_MST Table. "
2914,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,I000040-Status Update specified as Wrong when Data Not Found.,PAVANI PINNAKA,SAMBIT BEDANTA,01/05/2016 01:52 PM,"","",12/18/2015,12/21/2015,"",0,100,12/19/2015 05:02 PM,01/05/2016 01:52 PM,"",Interface / ????????,C,12/18/2015,12/21/2015,I000040,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/19/2015,Defective Design / ????,Design,CHANDRASEKAR MURUGANANDAM,"","",UT,"",LOT1#3,"","","",No,"Check I000040 Design Document P002. 
As discussed with design team, when data is not sending when No data existed So Status Should be 'U'.

As per design, It is mentioned as 'P'.

"
2913,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,"I000043: Insertion is getting Failed, in DAILY_OCF_LIMIT_IF_TRN table.",MOHANADEEPA CHANDRAN,MOHANADEEPA CHANDRAN,12/22/2015 12:19 PM,"","",12/19/2015,12/19/2015,"",0,100,12/19/2015 03:40 PM,12/21/2015 03:08 PM,"Copied to #2918, Copied to #3045",Interface / ????????,B,12/19/2015,12/19/2015,I000043,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/19/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",Lot1#3,"","","",No,"I000043: Insertion is getting Failed, in DAILY_OCF_LIMIT_IF_TRN table,when providing the correct data in COMMON LAYER DATA table."
2912,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1_Mod8-B000027-Null pointer exception,Testlink System,NIROSHA THIYAGARAJAN,12/20/2015 01:48 AM,"","",12/19/2015,"","",0,100,12/19/2015 03:39 PM,12/20/2015 01:48 AM,"",Batch / ???,A,12/19/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch normally with 09 F1 N.
Batch should end sucessfully.

Actual:
Null point exception is happening"
